TIC ID,CTOI,Promoted to TOI,Master priority,SG1A priority,SG1B priority,SG2 priority,SG3 priority,SG4 priority,SG5 priority,Initial Community Disposition,TFOPWG Disposition,TESS mag,TESS mag error,RA (deg),Dec (deg),PM RA (mas/yr),PM RA error,PM Dec (mas/yr),PM Dec error,Transit Epoch (BJD),Transit Epoch error,Period (days),Period error,Duration (hours),Duration error,Depth (mmag),Depth (mmag) error,Depth (ppm),Depth (ppm) error,Planet Radius (R_Earth),Planet Radius error,Stellar Distance (pc),Stellar Distance error,Stellar Teff (K),Stellar Teff error,Stellar log(g) (cm/s2),Stellar log(g) error,Stellar Radius (R_Sun),Stellar Radius error,Notes,Date Modified,User,Group,Tag
233195052,233195052.01,,,,,,,,,PC,,14.8872,0.007,264.252394,67.093558,-6.413,0.056,18.876,0.059,2458685.048,,2.68,,4.296,,12.941,,11848,,7.07,,373.04,4.176,3954,157,4.65587,0.0121548,0.594493,0.0190858,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
233208635,233208635.01,,,,,,,,,PC,,12.8254,0.006,266.456857,70.111293,-7.869,0.023,70.746,0.025,2458689.329,,8.742,,5.056,,3.447,,3170,,5.51,,414.159,2.051,5473,122.549,4.51472,0.0796783,0.896095,0.0447739,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
233267414,233267414.01,,,,,,,,,PC,,11.1743,0.006,299.893729,54.455847,-12.81,0.05,-21.234,0.045,2459425.344,0.032,,,14.6,1.635,5.322,0.652,4890,600,14.633,0.867,494.587,5.795,6186,161.449,3.94751,0.0826948,1.91405,0.0891859,Found with our in-house single transit finder; Sector 41,2021-10-04,vogl,,100309
233271933,233271933.01,,,,,,,,,PC,,14.2806,0.007,300.033202,56.126913,-12.006,0.073,-3.925,0.058,2458683.274,0.004,0.594,0,0.084,0.01,5.007,,4601,,4.016,0.473,226.244,1.632,3741,157,4.7018,0.00972677,0.540909,0.0163793,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421539
233422396,233422396.01,,,,,,,,,PC,,11.2792,0.027,302.499062,54.845358,-8.045,0.053,-9.061,0.054,2458710.229,0.01,2.516,0.001,0.136,0.019,0.853,,785,,10.962,0.753,810.867,15.803,7228,218.132,3.73665,0.0897742,2.85408,0.118244,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421190
233496435,233496435.01,,,,,,,,,PC,,12.8484,0.008,249.269962,72.288041,-5.843,0.026,-26.853,0.035,2458684.243,,43.011,,4.345,,7.152,,6566,,13.5,,857.416,11.958,6122,121.289,4.13558,0.0783314,1.52571,0.070809,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
233497719,233497719.01,1877.01,,,,,,,,PC,,12.8746,0.008,249.519983,77.756401,-4.924,0.023,39.626,0.03,2458686.495,,3.801,,3.192,,17.284,,15793,,13.85,,565.519,4.5015,6051,127.271,4.48286,0.0806375,1.00959,0.0453467,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
233503636,233503636.01,1871.01,,,,,,,,PC,,11.5906,0.012,251.235703,77.344038,2.762,0.046,-0.365,0.053,2458685.826,,3.406,,1.324,,1.485,,1367,,6.73,,526.243,6.3915,6159,139.023,4.06274,0.0832523,1.66632,0.0757538,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
233511188,233511188.01,,,,,,,,,PC,,10.6057,0.006,270.670479,48.919685,15.317,0.059,-62.936,0.06,2458682.982,0.004,2.976,0,0.049,0.008,0.539,,496,,2.405,0.532,173.264,0.967,5830,127.87,4.52329,0.0757446,0.928927,0.0449121,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421134
233511804,233511804.01,,,,,,,,,PC,,15.5468,0.008,270.78438,50.196382,-5.357,0.131,11.853,0.135,2458984.191,0.002,0.763,0,1.291,0.036,102.743,61.639,90290,55190,15.84,4.84,293.568,5.6865,3214,157,4.73379,0.0105572,0.50413,0.0170891,"Qual:B,PMS?,1.8e+07yr,MissingRot?. Rp=(1.14-1.57)Rj. b=0.00-0.63 (3-97HDI).",2022-02-19,bouma,tfopwg,108227
233535064,233535064.01,,,,,,,,,PC,,12.32,0.007,280.728135,61.553803,-1.498,0.046,6.672,0.046,2458645.014,0.002,76.582,0.001,0.286,0.011,8.625,,7912,,12.145,1.713,540.819,7.7485,6158,129.747,4.34338,0.0859227,1.20626,0.0586306,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421245
233576872,233576872.01,,,,,,,,,PC,,12.2101,0.007,282.466874,64.527576,0.604,0.039,7.779,0.045,2458683.603,,1.518,,3.309,,2.888,,2656,,7.79,,546.22,6.552,5893,122.955,4.18535,0.0722966,1.38373,0.0654572,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
233629963,233629963.01,,,,,,,,,PC,,12.9743,0.007,284.554686,64.489039,-25.908,0.035,-1.555,0.037,2458684.972,,1.591,,3.41,,2.178,,2004,,2.85,,143.658,0.35,3910,157,4.66582,0.0103435,0.582783,0.0172072,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
233714939,233714939.01,,,,,,,,,PC,,12.6501,0.007,276.257878,65.480991,-8.502,0.047,-15.032,0.041,2458684.854,,2.2,,2.82,,1.506,,1386,,4.96,,650.208,9.355,6267,130.38,4.35134,0.0874669,1.22051,0.0588694,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
233733562,233733562.01,,,,,,,,,PC,,12.2946,0.006,277.505568,64.077255,-2.653,0.053,27.467,0.045,2458683.838,0,0.868,0,1.381,0.016,0.394,0.012,362.7,10.6,1.563,0.114,272.644,1.983,5350,124.081,4.61278,0.078074,0.786527,0.0440954,From 11 Cycle 2 SPOC sectors; possible USP planet; slightly V-shaped,2022-02-05,spencer,,107741
233744223,233744223.01,,,,,,,,,PC,,11.7661,0.007,278.418977,64.755147,2.282,0.053,7.293,0.048,2458700.241,,44.562,,5.902,,15.43,,14111,,24.52,,620.192,12.2665,5962,119.541,3.92233,0.0763331,1.89053,0.0911686,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
233823679,233823679.01,4478.01,,,,,,,,PC,,11.4682,0.006,303.549181,54.694405,10.307,0.04,27.092,0.041,2458713.577,,2.758,,3.42,,5.515,,5066.5,,9.164,,296.293,1.9225,5774,174.227,4.32015,0.08036,1.16528,0.0589548,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94019
233855268,233855268.01,,,,,,,,,PC,,12.2564,0.015,304.209848,56.590341,-2.905,0.038,-8.524,0.039,2458642.904,0.002,49.516,,0.358,0.012,8.534,,7829,,14.26,2.357,541.015,5.976,6173,156.862,4.26402,0.0880071,1.32728,0.0639723,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421200
233961334,233961334.01,,,,,,,,,PC,,10.5873,0.006,31.839393,-60.583833,24.356,0.048,-13.295,0.039,2458354.618,0.002,1.153,0,0.085,0.007,1.229,,1131,,10.81,7.12,380.813,3.598,5499,135.645,3.69597,0.0837124,2.30241,0.128,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29352
234037942,234037942.01,,,,,,,,,PC,,10.8634,0.006,100.87219,1.568491,85.569,0.096,35.489,0.085,2458474.14,,8.06,,,,0.011,,10.49,,,,148.973,1.6145,5435.37,140.839,4.58903,0.0863233,0.818316,0.0518744,"Possible two planets Camera 1, CCD 2, Column 1371, Row 1445, Sector 6",2021-07-10,chiarello,,98280
234117841,234117841.01,,,,,,,,,PC,,10.3965,0.006,101.251282,2.7013,6.334,0.103,-26.289,0.09,2458478.94,,5.45,,,,0.155,,142.61,,,,122.454,0.941,5521,120.322,4.62774,0.0793177,0.791681,0.0405301,"Camera 1, CCD 2, Column 1431, Row 1643, Sector 6, Possible two planets considering the lightcurve",2021-07-10,chiarello,,98281
234284556,234284556.01,,,,,,,,,PC,,11.8868,0.008,335.6659,-63.057562,56.781,0.063,-89.977,0.081,2457000.656,,1.106,0.004,1.102,,5.74,0.493,5272.586,454,,,44.3364,0.09555,3249,157,4.8014,0.00512363,0.427784,0.0128333,Planet Candidate,2020-09-14,palumbo,,35824
234299676,234299676.01,,,,,,,,,PC,,13.6549,0.007,358.612207,-61.817936,61.122,0.06,35.464,0.063,2458329.841,0.058,6.845,0.108,1.41,,5.539,0.35,5088.639,322.473,3.445,0.173,94.5904,0.3491,3421,157,4.84072,0.00256071,0.38481,0.0116071,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",2021-04-06,feliz,,95993
234347951,234347951.01,,,,,,,,,PC,,10.4416,0.006,39.106486,-70.970554,33.26,0.043,8.788,0.039,2458331.375,,,,5.133,,1295,,696610.887,,101.897,,307.54,2.2545,5991,133.102,4.01662,0.0782297,1.7038,0.078784,sector1,2019-06-06,lipponen,,3787
234347951,234347951.02,,,,,,,,,PC,,10.4416,0.006,39.106486,-70.970554,33.26,0.043,8.788,0.039,2458336.317,,,,7.467,,2107.803,,856491.068,,70.081,,307.54,2.2545,5991,133.102,4.01662,0.0782297,1.7038,0.078784,sector1,2019-06-06,lipponen,,3787
234387858,234387858.01,,,,,,,,,PC,,11.3049,0.006,112.868586,11.545229,-12.59,0.079,-28.769,0.069,2458492.047,0.006,2.81,0.001,0.152,0.013,2.588,,2381,,6.26,0.78,268.291,3.198,5572,123.166,4.32921,0.077555,1.12384,0.057902,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29380
234489133,234489133.01,2572.01,,,,,,,,PC,,13.258,0.007,114.263688,6.716773,-2.332,0.05,-8.694,0.039,2458491.724,,3.6,,4.794,,10.546,,9666,,15.557,,1038.2,29.295,6303,122,4.20933,,1.44904,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94020
234496405,234496405.01,,,,,,,,,PC,,11.2747,0.006,10.617027,-63.897531,31.591,0.046,14.607,0.041,2458380,0.5,22.418,0.01,,,1.63,0.271,1500,250,,,572.107,8.794,4816.2,51,,,3.28157,,warm Jupiter candidate around evolved star,2021-05-13,grunblatt,,96999
234503282,234503282.01,,,,,,,,,PC,,10.9643,0.006,11.595655,-63.473031,18.439,0.155,8.677,0.127,2458335.15,0.001,1.438,0,0.878,,18.727,0.326,17100,300,,,429.753,15.7155,6487.3,112.712,4.14029,0.0890358,1.62485,0.0877915,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152.",2019-04-23,feinstein,,3341
234504626,234504626.01,,,,,,,,,PC,,11.6621,0.006,11.940817,-62.423186,50.224,0.041,-14.59,0.037,2458335.564,0.001,0.534,0.004,0.117,,3.807,0.217,3500,200,,,186.451,0.9115,5006.64,122.887,4.53857,0.0896288,0.811496,0.050995,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152.",2019-04-23,feinstein,,3342
234671065,234671065.01,,,,,,,,,PC,,11.1085,0.006,96.743965,0.306237,-16.098,0.084,-3.734,0.078,2458466.223,0.006,2.941,0.001,0.107,0.019,0.775,,714,,5.956,2.409,469.482,10.831,5342.38,50.89,,,2.51308,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420798
234895083,234895083.01,,,,,,,,,PC,,11.966,0.006,98.20375,1.160141,-2.38,0.064,-2.302,0.059,2458468.268,0.007,1.462,0.001,0.088,0.014,1.802,,1658,,7.703,2.283,537.096,10.62,7109.05,103.769,4.56119,0.115556,1.09051,0.107651,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420799
234945462,234945462.01,,,,,,,,,PC,,11.3211,0.006,98.549426,1.477029,9.047,0.07,-42.252,0.068,2458474.51,0.2,7.08,,,,0.026,0.001,23.79,1,,,236.385,2.4615,5707,147.227,4.46989,0.0773361,0.972183,0.0503015,"Camera 1, CCD 2, Column 965, Row 1422, Sector 6",2021-05-05,chiarello,,96915
235009317,235009317.01,,,,,,,,,PC,,11.8251,0.006,352.645939,-61.974387,4.731,0.038,-0.339,0.04,2458329.215,,7.458,,3.1,,24.185,,22028.794,,19.74,,711.99,13.1905,6165,128.564,3.91507,0.0849636,1.97512,0.0965576,sector1,2019-08-02,lipponen,,3787
235009317,235009317.02,,,,,,,,,PC,,11.8251,0.006,352.645939,-61.974387,4.731,0.038,-0.339,0.04,2458325.485,,7.453,,3.1,,3.743,,3441.281,,7.802,,711.99,13.1905,6165,128.564,3.91507,0.0849636,1.97512,0.0965576,sector1,2019-08-02,lipponen,,3787
235015217,235015217.01,,,,,,,,,PC,,12.269,0.006,353.430263,-62.643379,3.979,0.036,-12.248,0.038,2458324.199,0.015,4.088,0.004,0.115,0.013,4.064,,3736,,12.97,5.49,753.924,14.437,5969,132.984,3.96876,0.081687,1.80032,0.0935978,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29517
235039711,235039711.01,,,,,,,,,PC,,11.3542,0.006,354.135202,-60.468082,21.892,0.041,-0.017,0.041,2458325.87,0.1,,,,,6.971,0.434,6400,400,,,381.586,4.0485,5978.3,131.399,4.17813,0.084232,1.41471,0.0743216,WINE single transit,2020-12-21,brahm,,92708
235055769,235055769.01,,,,,,,,,PC,,11.8462,0.006,83.229895,-50.254687,-6.214,0.042,-10.831,0.039,2458544.058,,1.326,,,,1.086,,1000,,,,394.6,3.227,5957.67,118.795,4.33777,0.0766795,1.17183,0.0556357,DTARPS 253 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
235067594,235067594.01,,,,,,,,,PC,,11.3423,0.006,85.859748,-45.657787,61.473,0.034,81.939,0.042,2458430.651,0.003,8.295,0.001,0.125,0.007,4.661,,4284,,6.8,1.1,209.048,0.859,5334.7,123.666,4.43938,0.0832196,0.957719,0.0530704,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29478
235072851,235072851.01,,,,,,,,,PC,,13.709,0.006,86.144122,-45.268456,12.646,0.038,0.843,0.038,2458440.941,,3.119,,1.906,,0.204,,188,,1.068,,415.951,3.1365,5036,122,4.6554,,0.71363,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94021
235078021,235078021.01,4747.01,,,,,,,,PC,,11.8128,0.006,86.427665,-45.029229,9.399,0.04,59.156,0.042,2458434.382,0.003,5.219,0.001,0.086,0.004,1.564,,1439,,4.21,0.77,304.615,2.015,5688,133.419,4.45222,0.0794178,0.988751,0.0506081,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29479
235290932,235290932.01,,,,,,,,,PC,,11.8755,0.008,103.148734,9.09817,1.864,0.082,0.356,0.081,2458492.306,,1.985,,,,2.174,,2000,,,,470.542,11.0545,6579,137.899,4.43533,0.0903758,1.17417,0.0596281,DTARPS 255 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
235713297,235713297.01,,,,,,,,,PC,,11.007,0.007,253.302484,79.636773,-12.817,0.045,-22.529,0.05,2458671.173,0.025,14.066,0.002,0.165,0.018,0.396,,365,,3.526,0.633,366.082,2.929,5771,120.215,4.01214,0.0759529,1.65723,0.0776633,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421400
235901733,235901733.01,5723.01,,,,,,,,PC,,12.8857,0.008,289.508854,80.531857,-20.649,0.029,-13.155,0.033,2459413.813,0.02,,,7.5,0.5,13.657,1.086,12500,1000,14,0.5,575.831,6.5645,5695,139.936,4.32135,0.0803177,1.14952,0.0593367,"newCTOI,Single transit event",2021-09-16,gsun,,99935
235903203,235903203.01,,,,,,,,,PC,,10.1804,0.006,290.043675,78.939186,5.868,0.031,-5.753,0.036,2458684.733,0.002,1.681,0,2.746,0.319,0.25,0.002,230.2,1.5,2.288,0.211,278.087,1.438,6724,131.835,4.25201,0.0910352,1.48252,0.063299,From 10 Cycle 2 SPOC sectors; slightly V-shaped,2022-01-29,spencer,,107631
235943205,235943205.01,2264.01,,,,,,,,PC,,10.5653,0.006,295.927746,78.725919,5.445,0.082,-7.169,0.069,2458827.03,,0,,6,2,5.442,0.543,5000,500,4,2,189.22,2.138,6140,128.245,4.54184,0.0805252,0.957395,0.041809,Planet Hunters TESS candidate. Single transit event.,2020-03-06,eisner,tfopwg,17973
236084210,236084210.01,,,,,,,,,PC,,11.5077,0.007,251.538757,-45.321401,-0.094,0.108,-4.026,0.079,2458631.974,0.004,5.347,0.002,3.187,,36.573,,33124,,36.6,7.2,856.15,45.3485,8257,148.187,4.15698,0.0851107,1.9692,0.115003,"new CTOI likely member of ASCC 85      , PATHOS-18 in Nardiello et al. (2020)",2020-11-03,nardiello,,36669
236309211,236309211.01,,,,,,,,,PC,,10.9108,0.007,223.308455,27.041248,-7.065,0.057,-18.23,0.07,2458955.415,0.013,6.246,0.005,0.158,0.016,0.652,,600,,4.422,0.936,367.478,5.6015,5744.83,135.301,3.95618,0.0840717,1.76751,0.101759,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420859
236529353,236529353.01,,,,,,,,,PC,,10.3654,0.006,314.512937,32.967464,5.649,0.038,5.254,0.04,2459422.877,0.001,20.08,0.002,2.587,,7.772,0.293,7132.9,269.4,20.97,,327.323,3.17,6553,139.089,4.1447,0.0874315,1.63235,0.0726433,newCTOI,2021-10-12,gsun,,100832
