TIC ID,CTOI,Promoted to TOI,Master priority,SG1A priority,SG1B priority,SG2 priority,SG3 priority,SG4 priority,SG5 priority,Initial Community Disposition,TFOPWG Disposition,TESS mag,TESS mag error,RA (deg),Dec (deg),PM RA (mas/yr),PM RA error,PM Dec (mas/yr),PM Dec error,Transit Epoch (BJD),Transit Epoch error,Period (days),Period error,Duration (hours),Duration error,Depth (mmag),Depth (mmag) error,Depth (ppm),Depth (ppm) error,Planet Radius (R_Earth),Planet Radius error,Stellar Distance (pc),Stellar Distance error,Stellar Teff (K),Stellar Teff error,Stellar log(g) (cm/s2),Stellar log(g) error,Stellar Radius (R_Sun),Stellar Radius error,Notes,Date Modified,User,Group,Tag
32949757,32949757.01,,,,,,,,,PC,,11.9793,0.006,87.686404,-27.61824,26.854,0.034,-34.822,0.042,2458468.984,,3.767,,,,5.77,,5300,,,,286.454,2.2265,5393,123.549,4.46363,0.0815973,0.939414,0.0502764,DTARPS 039 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
33283274,33283274.01,,,,,,,,,PC,,11.7465,0.008,149.485204,-10.288648,-40.141,0.06,-0.647,0.054,2458515.771,0.003,3.227,0.001,0.08,0.007,2.832,,2605,,10.44,1.67,502.531,9.5425,5387,125.713,3.8603,0.0823343,1.87554,0.106131,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29387
33945661,33945661.01,,,,,,,,,PC,,14.1467,0.007,356.705684,-24.136375,14.054,0.095,-9.374,0.081,2458357.126,,3.48,,2.995,,19.385,,17696,,12.01,,674.649,25.782,5348,122,4.56512,,0.828641,,manual ELEANOR search Tom Kaye,2022-08-25,tkaye,,418653
33989652,33989652.01,,,,,,,,,PC,,12.1006,0.007,93.95584,-15.488542,-3.147,0.078,2.113,0.07,2458467.933,0.005,6.194,0.002,0.08,0.008,9.561,,8767,,20.78,26.91,758.189,26.326,6544,119.922,4.04329,0.0896595,1.83043,0.1011,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29399
34085383,34085383.01,,,,,,,,,PC,,11.5694,0.006,59.235363,-7.37572,14.133,0.051,-27.999,0.046,2459147.358,,3.478,,2.325,,2.447,,2250.95,,4.2,,149.12,0.916,4623,126.832,4.48625,0.0948948,0.809951,0.0606231,ctoi with FPP˜0.10,2021-11-04,rrodrigues,,101538
34196883,34196883.01,,,,,,,,,PC,,11.6794,0.011,94.631343,-14.118103,-14.062,0.051,-2.287,0.057,2458468.641,,1.618,,,,5.879,,5400,,,,414.58,5.467,6695,134.182,4.45092,0.0870721,1.17413,0.0518492,DTARPS 041 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
34371411,34371411.01,,,,,,,,,PC,,11.017,0.006,95.100706,-12.733326,-5.566,0.068,-4.149,0.08,2458468.603,,3.883,,4.489,,9.727,,8918.5,,15.491,,354.895,5.159,6617,169.339,4.2582,0.0933504,1.44764,0.0638442,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93946
34798133,34798133.01,,,,,,,,,PC,,5.959,0.006,306.934274,-30.870091,-14.071,0.071,-521.451,0.048,2459036.51,,4.62,,,,1.043,,959.97,,,,19.2981,0.01825,5541.8,110.012,4.47978,0.0744348,0.94353,0.0439372,All data obtained using LightKurve framework,2020-12-30,chiarello,,92820
35021200,35021200.01,,,,,,,,,PC,,11.1171,0.006,179.939708,-5.721688,-62.516,0.079,6.557,0.035,2459559.86,0.01,,,10.5,0.7,1.075,0.152,990,140,3.2,0.3,197.299,2.0405,5423,122.121,4.46185,0.0803764,0.945355,0.0515628,PHT candidate. Possible additional long-period planet to existing 2 short period K2 planets. Low signal to noise.,2022-02-11,eisner,,108009
35022727,35022727.01,4530.01,,,,,,,,PC,,12.2192,0.006,48.435473,25.197355,13.49,0.098,-13.586,0.064,2458793.14,,3.652,,2.851,,2.428,,2234,,4.829,,300.384,4.241,5610,119.488,4.51915,0.078953,0.907682,0.0495377,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93947
35377903,35377903.01,,,,,,,,,PC,,10.3313,0.008,315.423021,-10.408225,17.45,0.072,-23.412,0.056,2459797.576,0.001,2.993,0,5.5,0.5,3.659,0.146,3364,134.6,11.84,0.66,341.393,5.1975,6106,127.175,3.91186,0.0816372,1.9654,0.0901207,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html,2022-09-24,wzhou,,419828
35485915,35485915.01,,,,,,,,,PC,,11.8013,0.028,102.155943,-16.837904,2.136,0.051,-0.382,0.062,2458465.94,0.008,2.883,0.001,0.138,0.019,1.297,,1194,,16.609,1.605,785.413,18.737,5383,122,,,3.04326,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420780
35636165,35636165.01,2776.01,,,,,,,,PC,,13.3684,0.015,102.219197,-16.780503,-2.487,0.035,1.551,0.038,2458470.308,,3.459,,2.854,,6.859,,6297.5,,15.888,,1444.65,42.655,7911,122,4.18797,,1.8335,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93948
35703676,35703676.01,,,,,,,,,PC,,12.2385,0.008,23.796164,-0.887365,2.736,0.091,-26.866,0.062,2458382.79,0.002,1.73,0,0.067,0.007,7.18,,6591,,8.24,1.49,319.531,4.266,5434,133.909,4.48679,0.0847261,0.921516,0.0536282,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29367
35961166,35961166.01,,,,,,,,,PC,,12.2029,0.006,117.859056,-9.71848,21.217,0.075,-20.299,0.05,2458468.975,,1.401,,,,5.442,,5000,,,,370.62,5.4175,5835,127.581,4.49875,0.0772545,0.956457,0.0486934,DTARPS 044 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
36472619,36472619.01,,,,,,,,,PC,,10.8118,0.006,119.004193,-11.127336,-17.291,0.062,-4.349,0.046,2458491.919,,1.66,,,,6.206,,5700,,,,226.583,2.1405,5866,121.904,4.39311,0.0783746,1.08476,0.0515126,DTARPS 045 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
36595388,36595388.01,,,,,,,,,PC,,14.2346,0.035,250.122387,-49.051126,0.95,0.112,-4.699,0.075,2458630.874,0.004,1.738,0.001,4.288,0.384,75.657,27.711,67310,25200,52.26,15.68,993.873,80.83,5970,122,3.94657,,1.8469,,"10 Myr EB or HJ. PMS K dwarf host (NGC 6193, CG18).",2020-04-13,bouma,tfopwg,18718
36887038,36887038.01,,,,,,,,,PC,,10.0907,0.006,229.996024,-6.298759,-23.61,0.092,50.41,0.089,2459701.669,0.005,,,3.7,0.5,4.352,0.543,4000,500,4.9,0.3,61.1094,0.2613,4443,125.413,4.58307,0.0994234,0.708024,0.0588618,Single transit event from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html,2022-07-02,wzhou,,416746
37117064,37117064.01,4706.01,,,,,,,,PC,,11.4558,0.006,90.488285,-29.136423,25.37,2,-27.01,2,2458483.1,0.1,,,,,12.009,0.434,11000,400,,,217.627,,5459,,,,1.01171,,WINE single transit,2020-12-21,brahm,,92669
37167097,37167097.01,,,,,,,,,PC,,11.7504,0.006,98.188232,-0.874727,-6.962,0.068,-7.727,0.064,2458470.11,,1.98,,,,0.91,,837.91,,,,481.049,9.0875,6144,173.025,4.15516,0.0851197,1.49491,0.0756634,All info obtained using the LightKurve framework,2020-12-30,chiarello,,92821
37497171,37497171.01,,,,,,,,,PC,,9.5645,0.006,92.619278,-25.892286,-1.91,0.097,-25.595,0.127,2458468.283,0.007,0.636,0,0.079,0.009,0.902,,830,,2.49,0.46,96.1868,0.75345,5480,128.05,4.49876,0.082045,0.913665,0.049583,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29324
37652870,37652870.01,,,,,,,,,PC,,11.2532,0.006,2.198134,-7.864098,37.511,0.096,-95.716,0.057,2459450.113,0.01,,,3.2,2.314,3.796,0.13,3490,120,4.646,0.081,116.911,0.7135,4669,120.914,4.59578,0.0906743,0.719333,0.0514021,Found with our in-house single transit finder; Sector 42,2021-10-25,vogl,,101174
37692356,37692356.01,,,,,,,,,PC,,11.151,0.006,135.744877,-25.880716,-8.748,0.054,20.701,0.046,2458519.47,,2.7,,,,0.14,,128.91,,,,259.846,2.38,5877,161.124,4.37897,0.0778956,1.10413,0.0516381,"Camera 2. CCD 3, Column 1887, Row 1839, Sector 8, Possible binary system",2021-05-04,chiarello,,96880
37777274,37777274.01,,,,,,,,,PC,,11.5143,0.007,65.178622,-9.511755,6.401,0.04,2.107,0.03,2458438.265,0.002,1.352,0,0.081,0.006,5.04,,4631,,18.33,13.47,521.813,9.18,5835,128.749,3.89816,0.0769675,1.90786,0.0960303,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29383
37862966,37862966.01,2581.01,,,,,,,,PC,,12.9754,0.007,65.854872,-10.471779,17.538,0.033,0.857,0.024,2458439.935,,3.584,,3.19,,5.604,,5148.4,,8.462,,515.179,6.476,5450,122.548,4.3491,0.0797001,1.07981,0.0582713,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93949
38129218,38129218.01,,,,,,,,,PC,,11.6238,0.009,68.423654,-10.840927,4.665,0.076,-9.089,0.056,2458437.051,0.004,2.402,0.001,0.078,0.01,3.225,,2966,,10.22,11.7,473.291,13.774,6385,134.89,4.25518,0.0922326,1.39653,0.0774271,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29388
38399060,38399060.01,2692.01,,,,,,,,PC,,13.3717,0.008,54.095284,-9.374473,12.329,0.049,-1.625,0.045,2458411.722,,3.652,,3.557,,22.117,,20164.2,,13.056,,472.632,6.7335,5343,122,4.55122,,0.842013,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93950
38811794,38811794.01,,,,,,,,,PC,,10.5733,0.006,67.79075,-65.750939,24.24,0.056,15.762,0.064,2458438.287,,0.894,,,,1.086,,1000,,,,337.53,3.9045,6316.2,118.521,4.10255,0.0823492,1.63858,0.0727236,DTARPS 050 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
38813184,38813184.01,,,,,,,,,PC,,12.1802,0.006,67.656352,-62.267063,-0.648,0.048,1.876,0.054,2458329.755,,5.352,,,,24.486,,22300,,,,560.649,7.9795,6042.83,129.097,4.20172,0.0813456,1.38925,0.0679095,DTARPS 051 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
38815574,38815574.01,,,,,,,,,PC,,11.1562,0.006,68.111858,-63.573468,-0.071,0.063,6.017,0.057,2458314.218,0.003,20.429,0,0.09,0.006,3.62,,3329,,19.36,27.08,467.997,5.914,6057.92,114.833,3.9584,0.0797272,1.84659,0.0834975,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29520
38965512,38965512.01,2615.01,,,,,,,,PC,,13.2052,0.006,11.477733,-66.833497,30.448,0.026,-11.015,0.024,2458327.556,,2.269,,3.04,,12.829,,11746,,12.764,,639.15,6.56,5690,122,4.37675,,1.0785,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93951
39012975,39012975.01,,,,,,,,,PC,,8.77315,0.006,118.382483,37.434013,-16.022,0.083,-9.341,0.046,2458837.443,0.008,5.587,0.002,0.19,0.008,0.459,,423,,6.646,1.748,285.459,3.957,6542,133.176,3.62986,0.0883821,2.94736,0.132015,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420980
39018208,39018208.01,,,,,,,,,PC,,11.1032,0.006,12.089468,-66.160258,-2.821,0.042,3.22,0.037,2458327.926,,6.646,,2.933,,6007.624,,996046.784,,10.534,,399.552,3.6405,6081.5,116.224,4.08411,0.0771962,1.60484,0.0737939,sector1,2019-06-06,lipponen,,3787
39018208,39018208.02,,,,,,,,,PC,,11.1032,0.006,12.089468,-66.160258,-2.821,0.042,3.22,0.037,2458331.101,,6.66,,2.233,,3933.976,,973306.254,,27.374,,399.552,3.6405,6081.5,116.224,4.08411,0.0771962,1.60484,0.0737939,sector1,2019-06-06,lipponen,,3787
39174790,39174790.01,,,,,,,,,PC,,9.05324,0.006,184.074522,39.296576,-49.289,0.063,-44.185,0.043,2458894.617,0.021,5.409,0.006,0.209,0.016,0.266,,245,,2.744,0.576,162.589,1.2615,6031.5,121.441,4.0357,0.0778083,1.68112,0.079402,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421011
39174810,39174810.01,,,,,,,,,PC,,12.1938,0.008,184.083837,39.149853,8.722,0.056,9.735,0.035,2459647.314,0.003,13.177,0.004,5.365,0.274,6.04,0.329,5547.4,303.2,9.52,0.8,526.024,9.4875,6186.7,149.885,4.31682,0.0908923,1.24901,0.0712261,Nguyen et al. (2022),2022-10-19,knguyen,,420692
39217525,39217525.01,,,,,,,,,PC,,11.9389,0.006,88.44533,-2.905933,-7.713,2.169,0.91,2.169,2458467.64,0.015,4.21,0.005,0.162,0.025,1.356,,1248,,13.104,12.183,,,6230.8,13.91,,,1.52535,0.0697791,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420794
39218269,39218269.01,2366.01,,,,,,,,PC,,11.8402,0.006,88.505022,-3.639907,8.71,0.062,22.471,0.062,2458451.581,0.004,17.171,,0.178,0.017,3.912,,3597,,14.53,3.16,439.569,9.183,6049.74,143.615,3.86709,0.10491,2.04765,0.17799,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29372
39291805,39291805.01,,,,,,,,,PC,,15.2969,0.008,88.716419,-0.048433,-3.443,0.107,4.328,0.12,2458469.033,0.009,7.172,0.006,3.684,,39.92,,36100,,23.5,7.9,1083.83,80.49,5397,128,4.30636,,1.12829,,"new CTOI likely member of NGC 2112     , PATHOS-03 in Nardiello et al. (2020)",2020-11-03,nardiello,,36656
39414571,39414571.01,2364.01,,,,,,,,PC,,11.5521,0.006,89.130026,-5.01203,12.306,0.068,-15.424,0.063,2458467.311,0.001,4.02,0,0.116,0.004,9.681,,8877,,8.7,1.57,219.614,1.702,5216,131.255,4.44285,0.087097,0.937166,0.0566281,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29376
39535451,39535451.01,,,,,,,,,PC,,13.0192,0.014,89.470487,-0.239697,-9.468,0.042,9.396,0.04,2458466.631,0.002,1.918,0,0.088,0.006,12.08,,11064,,6.968,1.825,150.446,0.615,3928,157,4.65845,0.010876,0.591447,0.017796,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421505
39724477,39724477.01,2729.01,,,,,,,,PC,,12.263,0.006,90.095814,-3.757326,4.574,0.075,5.321,0.081,2458469.452,,4.035,,2.374,,26.873,,24446.8,,13.142,,245.949,3.667,5240.22,100.821,4.63537,0.124589,0.753806,0.0909747,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93952
39828389,39828389.01,,,,,,,,,PC,,8.8604,0.006,244.162093,37.046645,17.954,0.032,-11.12,0.047,2458951.418,0.021,6.547,0.004,0.149,0.014,0.29,,267,,7.503,0.82,251.846,1.3855,4995,122,,,4.04139,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420976
41864106,41864106.01,,,,,,,,,PC,,14.0226,0.006,21.204139,-40.093641,32.821,0.023,26.083,0.029,2458354.296,0.003,0.218,0,0.086,0.005,2.787,,2564,,3.391,0.856,253.26,1.599,4003,122,4.63343,,0.633856,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421483
41896812,41896812.01,,,,,,,,,PC,,10.7553,0.007,21.443316,-39.936292,29.155,0.035,-2.636,0.042,2458354.247,,1.259,,3.467,,68.7,,61315.114,,48.122,,388.085,4.926,6114,138.455,3.99713,0.0817107,1.78164,0.0845278,new CTOI,2019-12-29,lipponen,,8409
41896812,41896812.02,,,,,,,,,PC,,10.7553,0.007,21.443316,-39.936292,29.155,0.035,-2.636,0.042,2458354.862,,1.263,,3.433,,440.26,,333353.011,,112.204,,388.085,4.926,6114,138.455,3.99713,0.0817107,1.78164,0.0845278,new CTOI,2019-12-29,lipponen,,8409
42524156,42524156.01,,,,,,,,,PC,,10.6032,0.013,256.888176,-35.503561,1.089,0.09,-3.182,0.062,2458631.474,0.005,10.013,0.003,4.052,,17.099,,15625,,39.1,9.5,850.489,37.6635,8776,209.46,3.64517,0.0726428,3.69541,0.185146,"new CTOI likely member of ASCC 88      , PATHOS-04 in Nardiello et al. (2020)",2020-11-03,nardiello,,36657
42980456,42980456.01,,,,,,,,,PC,,10.2471,0.006,287.402684,32.952963,0.019,0.056,-0.742,0.061,2459771.201,0.002,1.445,0,1.2,0.5,1.086,0.217,1000,200,6,1,434.959,7.0205,7809,133.767,4.20311,0.0792988,1.78409,0.0596985,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html,2022-09-16,wzhou,,419282
43475220,43475220.01,2703.01,,,,,,,,PC,,13.3652,0.007,74.825739,-7.383684,4.82,0.043,-6.007,0.038,2458440.064,,18.52,,3.518,,1.465,,1348.4,,3.868,,558.907,8.5655,5435,122,4.44701,,0.964691,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93953
43785616,43785616.01,,,,,,,,,PC,,11.1602,0.006,77.495264,-10.2808,-4,2.3,-15.5,2.3,2459175.208,0.001,17.91,0.002,7.667,0.133,25.13,0.358,22880,330,19.728,0.142,263.878,,5925,,,,1.19343,,Found with our in-house finder; Sector 32,2021-02-05,steuer,,93834
43899566,43899566.01,,,,,,,,,PC,,10.203,0.008,78.096005,-8.736694,-14.683,0.063,-38.242,0.056,2458436.658,0.016,5.946,0.006,0.203,0.018,0.471,,434,,4.796,0.86,265.36,2.771,5061.8,69,,,2.30756,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420790
44669739,44669739.01,,,,,,,,,PC,,14.9129,0.007,59.891346,-28.249664,-28.301,0.062,16.204,0.087,2458438.03,0.037,2.411,0.011,0.902,,12.7,0.117,11629.324,107.958,2.905,0.103,99.4603,0.4739,3494,157,5.00599,0.015606,0.235892,0.00739209,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",2021-04-06,feliz,,96013
45357107,45357107.01,,,,,,,,,PC,,12.1886,0.006,148.048807,-38.698433,6.031,0.064,-22.54,0.086,2458542.091,0.006,2.177,0.001,0.206,0.013,5.698,,5234,,12.42,3.74,517.43,13.549,5685,131.283,4.06901,0.0798683,1.53706,0.0832462,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29460
45896295,45896295.01,2921.01,,,,,,,,PC,,12.8854,0.006,131.498216,-57.970633,-4.986,0.032,0.248,0.027,2458520.296,,3.005,,3.353,,8.329,,7642,,13.669,,706.87,7.765,6302,128.307,4.33517,0.0890056,1.25361,0.0562362,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93954
46029346,46029346.01,,,,,,,,,PC,,11.7803,0.006,131.826478,-57.190515,-8.353,0.049,2.456,0.045,2458545.01,0.003,1.381,0,1.512,0.353,49.901,33.037,44920,29970,25.45,12.08,359.347,3.3135,6089,133.913,4.41046,0.0833791,1.10219,0.0534046,"Cand HJ, Theia 163 member (60 Myr; KC19). Deep transit. Multisector.",2020-01-03,bouma,tfopwg,8521
46627823,46627823.01,,,,,,,,,PC,FP,11.0395,0.008,85.181703,-17.545747,22.952,0.05,8.069,0.058,2458464.509,0.001,6.005,0.001,0.237,0.004,17.436,,15931,,21.82,1.79,414.455,5.9095,6301,131.309,4.10299,0.0818897,1.63775,0.0757537,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29403
47056448,47056448.01,,,,,,,,,PC,,12.3295,0.008,144.224802,-8.624907,-6.386,0.059,-7.075,0.064,2458518.727,,0.345,,,,16.189,,14800,,,,498.556,11.393,5858,126.551,4.29615,0.0804572,1.2123,0.0631508,DTARPS 059 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
47142025,47142025.01,,,,,,,,,PC,,10.6537,0.006,144.859058,-6.397553,-44.881,0.12,-104.494,0.206,2458526.312,0.012,,,2.67,1.54,3.447,0.041,3169.5,38.02,13.47,0.08,132.016,1.4995,5258,124.201,4.5532,0.0838464,0.830912,0.0479523,Found with our in-house single transit finder,2021-04-14,steuer,,96282
47519866,47519866.01,,,,,,,,,PC,,12.2892,0.007,278.190403,51.225425,-3.97,0.031,-19.492,0.033,2458677.184,0.006,14.425,0,0.208,0.016,1.603,,1475,,9.065,2.367,978.334,15.4745,5622.14,123.817,3.58944,0.0778977,2.65654,0.143894,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421157
47601197,47601197.01,2350.01,,,,,,,,PC,,10.6477,0.006,97.408122,-21.994385,-5.328,0.024,-9.006,0.045,2458467.961,0.001,8.626,,0.124,0.006,4.559,,4190,,8.26,1.15,185.506,1.006,5484,123.896,4.35271,0.0798985,1.08098,0.0562311,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29321
47601197,47601197.02,2350.02,,,,,,,,PC,,10.6477,0.006,97.408122,-21.994385,-5.328,0.024,-9.006,0.045,2458465.728,0.012,4.88,0.004,0.111,0.019,0.979,,901,,3.42,0.63,185.506,1.006,5484,123.896,4.35271,0.0798985,1.08098,0.0562311,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29542
47625466,47625466.01,,,,,,,,,PC,,11.8334,0.006,278.89661,52.881356,2.819,0.046,-40.675,0.045,2458683.57,,8.26,,,,0.651,,599.87,,,,224.182,1.2565,5419,119.76,4.63454,0.0817207,0.774496,0.0405025,"Possible two planets, as the light curve shows two different kind of depths",2021-02-11,chiarello,,94190
47653432,47653432.01,,,,,,,,,PC,,12.0643,0.006,220.681938,-33.069483,0.776,0.076,-10.59,0.068,2458601.674,,4.199,,,,6.643,,6100,,,,588.941,14.8935,6036,128.207,4.08868,0.0807196,1.58236,0.0828744,DTARPS 060 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
47757785,47757785.01,,,,,,,,,PC,,8.2533,0.007,279.984396,51.092506,-2.451,0.043,-68.239,0.046,2458702.2,,15.7,,,,0.001,,0.95,,,,145.775,0.4755,5581,124.255,3.6474,0.081773,2.46634,0.129678,"New CTOI, multiple periodic dips in 4 different observation periods over a 1000 days in TESS observations",2022-08-06,vanes,,418200
47762924,47762924.01,,,,,,,,,PC,,12.5558,0.006,280.153266,51.881762,13.803,0.027,-5.506,0.029,2458682.699,0.003,2.705,0,0.046,0.006,2.852,,2623,,8.03,0.773,124.862,0.2225,4001,116.628,4.65895,0.115665,0.613052,0.0590553,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421535
48018596,48018596.01,2295.01,,,,,,,,PC,,9.00772,0.006,281.576196,50.492466,-61.841,0.049,26.834,0.045,2458713.46,0.01,0,0,4.8,1,1.63,0.543,1500,500,5,1,126.279,0.395,5660,124.128,4.10485,0.0742244,1.47127,0.0724272,PHT candidate. Single transit event.,2020-05-16,eisner,,19143
48139432,48139432.01,,,,,,,,,PC,,11.8501,0.006,282.466423,49.815952,-12.282,0.033,39.995,0.038,2458733.446,0.14,,,5,,217.83,404.093,181784,310772,32.531,27.936,145.587,0.371,4586,130.272,4.60398,0.100672,0.703418,0.0576507,single transit event from the TSTPC working group,2022-04-28,dragomir,tfopwg,415350
48193137,48193137.01,,,,,,,,,PC,,12.4982,0.007,282.667305,53.102931,2.883,0.042,-6.192,0.041,2458682.805,0.003,0.776,0,0.054,0.012,0.732,,674,,3.288,1.185,781.671,13.399,6550,135.471,4.24015,0.0900523,1.45924,0.0692286,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421179
48217457,48217457.01,4454.01,,,,,,,,PC,,14.3168,0.007,282.966215,48.345055,1.565,0.043,1.242,0.042,2458686.225,,3.127,,2.518,,4.218,,3877.512,,,,1145.28,29.165,5983,122,4.3973,,1.09921,,Kepler confirmed planet KOI-194.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),2020-07-14,wilson,,28551
48622170,48622170.01,,,,,,,,,PC,,12.4292,0.006,96.68812,-25.380877,-6.807,0.032,4.447,0.044,2458465.882,0,2.592,,0.139,0,3.809,,3502,,7.187,0.648,512.524,7.574,5928,130.027,4.34584,0.0774008,1.15565,0.0573492,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420772
48882295,48882295.01,,,,,,,,,PC,,12.8725,0.007,100.702552,-22.104755,-0.228,0.015,0.781,0.025,2459217.551,0.029,,,6.73,4.68,8.287,3.672,7603.84,3375.95,21.7,4.38,1332.75,27.97,6312,127.728,3.81669,0.0892628,2.27719,0.108272,Found with our in-house single transit finder,2021-02-15,steuer,,94385
49043968,49043968.01,6275.01,,,,,,,,PC,,11.6337,0.008,164.34914,-29.997123,-49.031,0.053,1.227,0.055,2458562.457,0.002,12.492,0.003,,,,,,,,,362.087,5.308,6132,127.507,4.38741,0.084278,1.14172,0.0533769,WINE warm jupiter candidate,2020-12-21,brahm,,92687
49045066,49045066.01,2992.01,,,,,,,,PC,,11.9728,0.006,164.316564,-32.322438,-10.001,0.053,14.593,0.054,2458544.069,,3.007,,3.828,,7.757,,7118.7,,14.31,,542.026,12.962,5999.07,118.068,4.10628,0.0798223,1.54367,0.0783919,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93955
49428710,49428710.01,5174.01,,,,,,,,PC,,10.6309,0.007,174.109497,-2.023351,6.788,0.085,-70.792,0.054,2459527.296,0.003,12.219,0.002,4.7,0.2,1.662,0.141,1530,130,4.7,0.3,197.243,2.1815,5643.77,110.947,4.35958,0.0736267,1.09457,0.0513442,PHT candidate.,2022-02-03,eisner,,107707
49678165,49678165.01,,,,,,,,,PC,,12.9993,0.007,351.517489,-10.623807,158.953,0.144,8.092,0.1,24581371.195,0.004,35.64,32.19,,,,,,,3.02,0.21,39.2716,0.12275,3064,157,4.94194,0.00769985,0.285641,0.00854479,Planet candidates identified in https://arxiv.org/pdf/1812.08145.pdf,2019-02-21,christiansen,,2163
50270480,50270480.01,,,,,,,,,PC,,12.4642,0.007,29.170795,-71.953642,196.265,0.03,-23.887,0.024,2458354.542,0.046,1.651,0.006,1.097,,1.079,0.005,992.995,4.328,1.874,0.274,95.1422,0.1532,3955,157,4.73944,0.00816859,0.49768,0.0149092,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",2021-04-06,feliz,,95998
50309953,50309953.01,1109.01,,,,,,,,PC,,9.7906,0.006,30.198486,-77.610376,58.003,0.047,-33.25,0.036,,,7.04,,,,0.001,,0.999,,5.5,,102.238,0.2185,5411,130.633,4.49104,0.0828148,0.912171,0.0518744,second try,2019-04-07,lipponen,,3078
50361536,50361536.01,,,,,,,,,PC,,11.6536,0.012,40.469042,61.767108,-1.526,0.034,2.681,0.057,2458793.465,0.006,12.973,0.009,4.2,0.2,123.085,,107176,,92.8,29.2,1070.19,35.27,8558,172.596,3.87901,0.0775623,2.77792,0.123844,"new CTOI likely member of NGC 1027, PATHOS-47 in Nardiello et al. (2021)",2021-09-07,nardiello,,99699
50380257,50380257.01,,,,,,,,,PC,,9.237701,0.006,32.980774,-72.678776,41.405,0.047,30.072,0.054,2458326.946,,1.349,,2.667,,5502.734,,993706.297,,12.809,,185.952,0.9555,6623,137.864,4.21473,0.087915,1.52467,0.0641759,sector1,2019-05-25,lipponen,,3787
