TIC,CTOI,Period (days),Transit Epoch (BJD),Notes
230982415,230982415.01,7.596,2458361.161,DTARPS 244 in Melton+  arXiv:2302.06724
231066944,231066944.01,1.237,2458470.035,DTARPS 246 in Melton+  arXiv:2302.06724
231274151,231274151.01,1.236,2458492.411,DTARPS 247 in Melton+  arXiv:2302.06724
231346067,231346067.01,1.292,2458467.356,"new CTOI, Montalto et al. (2020)"
231682442,231682442.01,nan,2458647.247,single transit event from the TSTPC working group
231734642,231734642.01,12.889,2458400.097,"new CTOI, Montalto (2022)"
231930852,231930852.01,6.68,2458493.64,DTARPS 248 in Melton+  arXiv:2302.06724
231945429,231945429.01,30.462,2458420.282,"new CTOI, Montalto et al. (2020)"
231948825,231948825.01,2.31,2458493.348,DTARPS 249 in Melton+  arXiv:2302.06724
231969683,231969683.01,nan,2459184.688,Found with our in-house single transit finder; Sector 32
232050190,232050190.01,0.612,2458468.068,"new CTOI, Montalto (2022)"
232608943,232608943.02,965.64,2459751.601,"Candidate from the XESP working group. Period from QLP, may be half. Details at: http://xjltp.china-vo.org/xesp.html"
232612421,232612421.01,4.361,2458687.117,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
232632890,232632890.01,0.674,2458683.522,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
232963404,232963404.01,2.0,2458681.654,"new CTOI, Montalto (2022)"
233058262,233058262.01,70.979,2458698.281,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
233126177,233126177.01,65.945,2459717.065,XESP exoplanet candidate. Period from QLP data. Details at: http://xjltp.china-vo.org/xesp.html
233187772,233187772.01,21.891,2458675.453,"new CTOI, Montalto (2022)"
233190203,233190203.01,nan,2458722.669,single transit event from the TSTPC working group
233194447,233194447.01,0.0,2458770.49,Planet Hunters TESS candidate. Single transit event.
233195052,233195052.01,2.68,2458685.048,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
233267414,233267414.01,nan,2459425.344,Found with our in-house single transit finder; Sector 41
233271933,233271933.01,0.594,2458683.274,"new CTOI, Montalto (2022)"
233422396,233422396.01,2.516,2458710.229,"new CTOI, Montalto (2022)"
233496435,233496435.01,43.011,2458684.243,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
233511188,233511188.01,2.976,2458682.982,"new CTOI, Montalto (2022)"
233511804,233511804.01,0.763,2458984.191,"Qual:B,PMS?,1.8e+07yr,MissingRot?. Rp=(1.14-1.57)Rj. b=0.00-0.63 (3-97HDI)."
233535064,233535064.01,76.582,2458645.014,"new CTOI, Montalto (2022)"
233576872,233576872.01,1.518,2458683.603,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
233629963,233629963.01,1.591,2458684.972,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
233733562,233733562.01,0.868,2458683.838,From 11 Cycle 2 SPOC sectors; possible USP planet; slightly V-shaped
233855268,233855268.01,49.516,2458642.904,"new CTOI, Montalto (2022)"
234037942,234037942.01,8.06,2458474.14,"Possible two planets Camera 1, CCD 2, Column 1371, Row 1445, Sector 6"
234117841,234117841.01,5.45,2458478.94,"Camera 1, CCD 2, Column 1431, Row 1643, Sector 6, Possible two planets considering the lightcurve"
234284556,234284556.01,1.106,2457000.656,Planet Candidate
234299676,234299676.01,6.845,2458329.841,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
234387858,234387858.01,2.81,2458492.047,"new CTOI, Montalto et al. (2020)"
234496405,234496405.01,22.418,2458380.0,warm Jupiter candidate around evolved star
234504626,234504626.01,0.534,2458335.564,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
234671065,234671065.01,2.941,2458466.223,"new CTOI, Montalto (2022)"
234895083,234895083.01,1.462,2458468.268,"new CTOI, Montalto (2022)"
235015217,235015217.01,4.088,2458324.199,"new CTOI, Montalto et al. (2020)"
235039711,235039711.01,nan,2458325.87,WINE single transit
235055769,235055769.01,1.326,2458544.058,DTARPS 253 in Melton+  arXiv:2302.06724
235067594,235067594.01,8.295,2458430.651,"new CTOI, Montalto et al. (2020)"
235072851,235072851.01,3.119,2458440.941,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
235290932,235290932.01,1.985,2458492.306,DTARPS 255 in Melton+  arXiv:2302.06724
235713297,235713297.01,14.066,2458671.173,"new CTOI, Montalto (2022)"
235903203,235903203.01,1.681,2458684.733,From 10 Cycle 2 SPOC sectors; slightly V-shaped
236084210,236084210.01,5.347,2458631.974,"new CTOI likely member of ASCC 85      , PATHOS-18 in Nardiello et al. (2020)"
236309211,236309211.01,6.246,2458955.415,"new CTOI, Montalto (2022)"
236529353,236529353.01,20.08,2459422.877,newCTOI
236770234,236770234.01,nan,2458890.99,Found with our in-house single transit finder; transit finder output attached under 'Files'
236815262,236815262.01,24.616,2459401.098,newCTOI
236817949,236817949.01,0.63,2458711.769,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
236903869,236903869.01,3.146,2458708.79,"new CTOI, Montalto (2022)"
236975668,236975668.01,0.329,2458711.316,"new CTOI, Montalto (2022)"
237019002,237019002.01,8.615,2458704.047,"new CTOI, Montalto (2022)"
237048097,237048097.01,52.233,2458668.12,"new CTOI, Montalto (2022)"
237097805,237097805.01,80.747,2458663.606,"new CTOI, Montalto (2022)"
237098272,237098272.01,8.76,2458709.0,All data obtained using the lightkurve framework
237116860,237116860.01,0.907,2458683.522,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
237214311,237214311.01,37.522,2458694.455,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
237225365,237225365.01,1.683,2458681.721,"new CTOI, Montalto (2022)"
237228513,237228513.01,1.93,2458682.267,"new CTOI, Montalto (2022)"
237342298,237342298.01,2.692,2458383.62,newCTOI
237597612,237597612.01,nan,2459222.095,Found with our in-house single transit finder
237729561,237729561.01,3.764,2458467.851,"new CTOI, Montalto (2022)"
238335094,238335094.02,1.895,2459964.104,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
238379370,238379370.01,27.177,2458511.748,"new CTOI likely member of Velorum association, PATHOS-40 in Nardiello (2020)"
238605434,238605434.01,nan,2459528.995,Found with our in-house single transit finder; Sector 45
238611475,238611475.01,1.536,2458492.113,"V-shaped. Noisy star, 3% dip, PMS M dwarf (Zari+18).  (CDIPS; Bouma+19)"
238895829,238895829.01,2.371,nan,inflated planet candidate around red giant star
238920872,238920872.01,6.535,2458319.524,"new CTOI, Montalto et al. (2020)"
238930658,238930658.01,0.693,2458437.899,"new CTOI, Montalto et al. (2020)"
239120068,239120068.01,1.552,2458842.239,"new CTOI, Montalto (2022)"
239142212,239142212.01,nan,2458846.301,Found with our in-house single transit finder; Sector 20
239190192,239190192.01,nan,2458863.457,Found with our in-house single transit finder; Sector 20
239190192,239190192.02,nan,2458847.783,Found with our in-house single transit finder; Sector 20; Might be secondary transit to .01
239197344,239197344.01,2.184,2458869.036,"new CTOI, Montalto (2022)"
239277658,239277658.01,3.25,2458687.157,Kepler confirmed planet KOI-204.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
239617090,239617090.01,5.797,2458707.684,"new CTOI, Montalto (2022)"
239655463,239655463.01,3.341,2458736.677,"new CTOI, Montalto (2022)"
240101705,240101705.01,nan,2458850.652,Found with our in-house single transit finder; Sector 20
240802472,240802472.01,6.963,2458761.036,"new CTOI, Montalto (2022)"
240855518,240855518.01,nan,2458805.139,single transit event from the TSTPC working group
241071389,241071389.01,0.391,2458790.572,"new CTOI, Montalto (2022)"
241175657,241175657.01,5.005,2458840.864,"new CTOI, Montalto (2022)"
241175746,241175746.01,5.271,2458837.661,"new CTOI, Montalto (2022)"
241249530,241249530.01,nan,2458860.801,single transit event from the TSTPC working group
242095191,242095191.01,1.125,2458494.119,DTARPS 258 in Melton+  arXiv:2302.06724
242241304,242241304.01,nan,2459345.374,PHT candidate. Additional transit in FFI sector 11 (BTJD ~ 1623.08).
242657938,242657938.01,2.365,2458764.239,"new CTOI, Montalto (2022)"
243167068,243167068.01,nan,2458780.24,WINE single transit
243278072,243278072.01,26.673,2458688.904,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
243417115,243417115.01,0.0,2458614.49,PHT candidate. Single transit event.
245426095,245426095.01,2.91,2458790.585,"new CTOI, Montalto (2022)"
246860991,246860991.01,14.433,2458365.353,DTARPS 260 in Melton+  arXiv:2302.06724
246974219,246974219.01,1.91,2458789.776,"new CTOI, Montalto (2022)"
246976997,246976997.01,nan,2459482.722,Found with our in-house single transit finder; Sector 43
247160131,247160131.01,7.56,2458512.16,"Camera 1, CCD 4, Column 1182, Row 55, Sector 7"
247202475,247202475.01,1.2,2458710.418,"new CTOI, Montalto (2022)"
247469203,247469203.01,0.845,2458468.777,DTARPS 261 in Melton+  arXiv:2302.06724
248023451,248023451.01,6.405,2458711.373,"new CTOI, Montalto (2022)"
248434289,248434289.01,5.059,2458494.556,DTARPS 263 in Melton+  arXiv:2302.06724
248687282,248687282.01,nan,2459183.833,Found with our in-house single transit finder; Sector 32
248957032,248957032.01,nan,2459491.317,Found with our in-house single transit finder; Sector 43
248959076,248959076.01,nan,2458388.725,Found with our in-house single transit finder
248960573,248960573.01,nan,2458404.897,Found with our in-house single transit finder
249022743,249022743.01,2.256,2458437.504,"new CTOI, Montalto et al. (2020)"
249950761,249950761.01,2.322,2458789.066,"new CTOI, Montalto (2022)"
250187388,250187388.01,nan,2459191.449,Found with our in-house single transit finder; Sector 32; W Shaped
250492521,250492521.01,nan,2459223.432,Found with our in-house single transit finder
250492521,250492521.02,nan,2459204.649,Found with our in-house single transit finder
250559856,250559856.01,6.555,2458787.457,"new CTOI, Montalto (2022)"
250595513,250595513.01,nan,2459220.715,Single transit event
250650880,250650880.01,nan,2458805.455,single transit event from the TSTPC working group
250864248,250864248.01,16.451,2458778.431,"new CTOI, Montalto (2022)"
251080032,251080032.01,4.033,2458866.446,"new CTOI, Montalto (2022)"
251090642,251090642.01,20.036,2459580.872,Found with our in-house single transit finder; Sector 47
251494772,251494772.01,5.303,2458795.089,"new CTOI likely member of SAI 25, PATHOS-54 in Nardiello et al. (2021)"
251860880,251860880.01,8.443,2458759.373,"new CTOI, Montalto (2022)"
251975224,251975224.01,3.562,2458956.781,"new CTOI likely member of King 20, PATHOS-55 in Nardiello et al. (2021)"
252406463,252406463.01,6.955,2458811.79,"new CTOI, Montalto (2022)"
252753599,252753599.01,2.019,2458765.507,"Qual:B,NotCM?,6.2e+08yr,OffTarget?. Rp=(2.11-2.38)Rj. b=0.00-0.12 (3-97HDI)."
252798304,252798304.01,9.08,2458886.53,All data obtained using the lightkurve framework
252802348,252802348.01,8.32,2458886.78,All data obtained using the lightkurve framework
252803603,252803603.01,nan,2458880.57,"clear, if short and spiked transit"
252803603,252803603.02,nan,2458895.585,"very significant single transit, no others in preceding 25 days."
252908198,252908198.01,nan,2458862.742,Found with our in-house single transit finder; Sector 20
252913663,252913663.01,4.423,2458840.396,"new CTOI, Montalto (2022)"
252939798,252939798.01,nan,2458860.973,single transit event from the TSTPC working group
253009411,253009411.01,0.688,2458842.166,"new CTOI, Montalto (2022)"
253040591,253040591.01,nan,2458886.634,Found with our in-house single transit finder; transit finder output attached under 'Files'
253054954,253054954.01,17.896,2459616.904,Nguyen et al. (2022)
253553257,253553257.01,nan,2458679.433,Found with our in-house single transit finder; Sector 13
254287410,254287410.01,4.745,2458354.361,manual ELEANOR search Tom Kaye
254304169,254304169.01,2.382,2458354.031,"new CTOI, Montalto et al. (2020)"
255569654,255569654.01,5.996,2458442.537,DTARPS 268 in Melton+  arXiv:2302.06724
255861715,255861715.01,5.676,2458952.643,"new CTOI, Montalto (2022)"
256160376,256160376.01,nan,2458642.665,single transit event from the TSTPC working group
256429408,256429408.01,nan,2458962.16,PHT candidate. Single transit event.
256516208,256516208.01,3.571,2459422.241,newCTOI
256740442,256740442.01,14.299,2458807.828,"new CTOI, Montalto (2022)"
256741871,256741871.01,1.48,2458814.968,"new CTOI, Montalto (2022)"
256871385,256871385.01,2.902,2458685.58,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
257022655,257022655.01,8.057,2458706.084,"new CTOI, Montalto (2022)"
257209699,257209699.01,0.827,2458983.613,"new CTOI, Montalto (2022)"
257300241,257300241.01,nan,2458510.421,single transit event from the TSTPC working group
257430997,257430997.01,nan,2459495.529,Found with our in-house single transit finder; Sector 43
257483992,257483992.01,8.787,2458383.388,"new CTOI, Montalto et al. (2020)"
257554718,257554718.01,nan,2458418.206,single transit event from the TSTPC working group
257630285,257630285.01,5.362,2458978.51,"new CTOI, Montalto (2022)"
257735212,257735212.01,2.522,2458983.244,"new CTOI, Montalto (2022)"
257803459,257803459.01,nan,2459494.251,Found with our in-house single transit finder; Sector 43
258548745,258548745.01,3.063,2458712.981,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
258799245,258799245.01,nan,2459660.408,Found with our in-house single transit finder; Sector 49
258923475,258923475.01,2.44,2458684.16,All data obtained using the LightKurve framework
259319882,259319882.01,1.963,2458383.732,"new CTOI, Montalto (2022)"
259376845,259376845.01,13.45,2459122.86,newCTOI
259391116,259391116.01,4.509,2458409.416,"new CTOI, Montalto (2022)"
259391480,259391480.01,2.206,2458409.652,"new CTOI, Montalto et al. (2020)"
259409575,259409575.01,1.252,2458383.116,"new CTOI, Montalto (2022)"
259612303,259612303.01,3.981,2458812.839,"new CTOI, Montalto (2022)"
259884973,259884973.01,2.84,2458547.933,DTARPS 271 in Melton+  arXiv:2302.06724
260119000,260119000.01,2.94,2458546.582,"Cand HJ, Vela OB2 pop4 (20Myr CG19). Centroid unclear."
260167199,260167199.01,17.635,2458741.327,"new CTOI likely member of IC 1396, PATHOS-56 in Nardiello et al. (2021)"
260366403,260366403.01,3.865,2458812.312,"new CTOI, Montalto (2022)"
260657291,260657291.01,0.369,2458327.225,DTARPS 273 in Melton+  arXiv:2302.06724
260703820,260703820.01,nan,2458730.648,single transit event from the TSTPC working group
260756218,260756218.01,2.0,nan,First try
261136000,261136000.01,0.501,nan,Just found on Planet Hunters. Will refine the ephemeris ASAP
261261490,261261490.01,3.54,2458595.885,vetted with DAVE (https://arxiv.org/abs/1901.07459)
261646133,261646133.01,nan,2458660.564,Found with our in-house single transit finder; Sector 13
261680542,261680542.01,3.045,2458326.345,DTARPS 275 in Melton+  arXiv:2302.06724
261745577,261745577.01,1.853,2458324.5,"new CTOI, Montalto (2022)"
262330726,262330726.01,2.527,2458438.888,DTARPS 276 in Melton+  arXiv:2302.06724
262570313,262570313.01,2.928,2458468.479,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
262592239,262592239.01,4.576,2459451.28,ctoi from sec 42 Tess-Spoc lc. Vetting attached
262725099,262725099.01,nan,2459463.541,Found with our in-house single transit finder; Sector 42
263601731,263601731.01,25.129,2458659.615,"new CTOI, Montalto (2022)"
264173786,264173786.01,1.631,2459011.73,Preliminary vetting with DAVE
264221104,264221104.01,61.9,2458715.732,inflated cold Jupiter or EB (or noise) around evolved star
264318873,264318873.01,0.551,2458493.2,"new CTOI, Montalto et al. (2020)"
264333501,264333501.01,nan,2459402.716,Found with our in-house single transit finder; Sector 40
264407995,264407995.01,1.899,2458494.243,DTARPS 278 in Melton+  arXiv:2302.06724
264485594,264485594.01,7.17,2458465.751,"new CTOI, Montalto et al. (2020)"
264537668,264537668.01,4.031,2458469.112,DTARPS 280 in Melton+  arXiv:2302.06724
264766922,264766922.01,nan,2458538.695,Planet Hunters TESS candidate. Single transit event.
264979636,264979636.02,7.332,2458493.691,s2n=6.5; near a 5:2 resonance with TOI-518.01
264986967,264986967.01,1.006,2458331.475,DTARPS 281 in Melton+  arXiv:2302.06724
265135454,265135454.01,nan,2459230.862,Found with our in-house single transit finder
265337761,265337761.01,4.387,2458649.894,"new CTOI, Montalto (2022)"
265453074,265453074.01,nan,2458481.618,Found with our in-house single transit finder
265465927,265465927.01,nan,2458342.65,WINE single transit
265763792,265763792.01,2.893,2458815.697,"new CTOI, Montalto (2022)"
265888783,265888783.01,6.933,2458709.497,"new CTOI, Montalto (2022)"
266681013,266681013.01,2.545,2458385.392,DTARPS 284 in Melton+  arXiv:2302.06724
266813717,266813717.01,nan,2459232.918,Found with our in-house single transit finder
266998947,266998947.01,3.99,2458322.744,"new CTOI, Montalto (2022)"
267034895,267034895.01,nan,2458743.172,single transit event from the TSTPC working group
267217069,267217069.01,2.195,2459449.421,Potential level 1 planet; check a pair of stars to the south
267364341,267364341.01,5.157,2458324.953,"new CTOI, Montalto (2022)"
267417544,267417544.01,3.282,2458813.098,"new CTOI, Montalto (2022)"
267542728,267542728.01,39.74,2458708.49,PHT candidate.
267661228,267661228.01,0.825,2458711.83,"Qual:A,CM,2.4e+07yr. Wrn: mean(R)=1.016. Rp=(0.92-2.85)Rj. b=0.05-0.86 (3-97HDI)."
267674750,267674750.01,1.334,2458711.038,"new CTOI, Montalto (2022)"
268125683,268125683.01,1.948,2459474.721,newCTOI
268166705,268166705.01,9.948,2458685.227,Kepler candidate planet KOI-5308.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
268529943,268529943.01,4.301,2458380.335,"new CTOI, Montalto et al. (2020)"
268534931,268534931.01,nan,2459139.101,PHT candidate. Single transit event.
268704157,268704157.01,6.816,2458687.744,Kepler candidate planet KOI-1154.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
268751095,268751095.01,nan,2459139.361,Found with our in-house single transit finder; transit finder output attached under 'Files'
268816952,268816952.01,1.85,2458490.492,"new CTOI, Montalto (2022)"
269033446,269033446.01,nan,2458713.905,single transit event from the TSTPC working group
269343479,269343479.01,4.128,2458489.479,"new CTOI, Montalto et al. (2020)"
269519402,269519402.01,3.374,2458806.272,"new CTOI likely member of Gulliver 49, PATHOS-57 in Nardiello et al. (2021)"
269861070,269861070.01,1.968,2458571.849,"Odd-even affected by spot detrending. Cand HJ, PMS K dwarf (Zari+18). Multisector (S9-S11)."
269946653,269946653.01,1.556,2458789.752,"new CTOI, Montalto (2022)"
270022396,270022396.01,3.779,2458807.429,"new CTOI likely member of NGC 7654, PATHOS-58 in Nardiello et al. (2021)"
270204383,270204383.01,3.335,2458323.255,"new CTOI, Montalto (2022)"
270260727,270260727.01,nan,2458328.809,single transit event from the TSTPC working group
270348758,270348758.01,1.72,2458327.433,DTARPS 291 in Melton+  arXiv:2302.06724
270471727,270471727.01,10.455,2458365.287,DTARPS 295 in Melton+  arXiv:2302.06724
270516993,270516993.01,5.939,2458679.157,"new CTOI, Montalto (2022)"
270618239,270618239.01,2.638,2458683.549,"new CTOI likely member of NGC 6811, PATHOS-59 in Nardiello et al. (2021)"
270651953,270651953.01,nan,2459246.809,Found with our in-house single transit finder
270789373,270789373.01,12.559,2458673.097,"new CTOI, Montalto (2022)"
270920839,270920839.01,5.224,2458768.091,"new CTOI likely member of Czernik 44, PATHOS-60 in Nardiello et al. (2021)"
271013213,271013213.01,0.62,2458493.163,"new CTOI, Montalto et al. (2020)"
271018382,271018382.01,0.793,2458764.449,"new CTOI, Montalto (2022)"
271239155,271239155.01,0.812,2458764.267,"new CTOI, Montalto (2022)"
271269442,271269442.01,3.549,2458493.461,DTARPS 296 in Melton+  arXiv:2302.06724
271369421,271369421.01,nan,2458507.251,Found with our in-house single transit finder
271443321,271443321.01,5.972,2458765.415,"new CTOI likely member of SAI 149, PATHOS-61 in Nardiello et al. (2021)"
271547901,271547901.01,1.333,2458684.24,Kepler candidate planet KOI-7973.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
271755676,271755676.01,1.715,2458684.567,Kepler candidate planet KOI-1225.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
271971130,271971130.02,25.607,2459007.988,Candidate found using Sherlockpipe - reported in the discovery paper for TOI-715 b
272270998,272270998.01,0.518,2458684.103,Kepler candidate planet KOI-7865.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
272430494,272430494.01,1.347,2458572.808,DTARPS 298 in Melton+  arXiv:2302.06724
272432070,272432070.01,4.779,2458387.87,DTARPS 299 in Melton+  arXiv:2302.06724
272636742,272636742.01,22.481,2458669.832,"new CTOI, Montalto (2022)"
273270473,273270473.01,2.709,2458656.567,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
273861354,273861354.01,14.004,2458312.738,"new CTOI, Montalto (2022)"
274017513,274017513.01,26.336,2458375.183,DTARPS 301 in Melton+  arXiv:2302.06724
274036048,274036048.01,1.146,2458412.486,"new CTOI, Montalto (2022)"
274149220,274149220.01,7.503,2458623.132,"new CTOI, Montalto (2022)"
274150793,274150793.01,nan,2459165.52,Found with our in-house single transit finder; Sector 31
274211741,274211741.01,3.984,2458435.773,"new CTOI, Montalto (2022)"
274508785,274508785.01,13.874,2459673.304,Nguyen et al. (2022)
274804678,274804678.01,14.279,2458785.231,"new CTOI, Montalto (2022)"
274812877,274812877.01,0.898,2458710.956,"new CTOI, Montalto (2022)"
274948663,274948663.01,13.838,2458780.078,"new CTOI, Montalto (2022)"
275103817,275103817.01,1.906,2458710.908,"new CTOI, Montalto (2022)"
275179540,275179540.01,nan,2459274.14,Found with our in-house single transit finder
275180352,275180352.01,nan,2459260.85,Found with our in-house single transit finder
275419866,275419866.01,197.211,2458581.804,"new CTOI, Montalto (2022)"
275488151,275488151.01,3.026,2458682.55,"new CTOI, Montalto (2022)"
275573755,275573755.01,1.644,2458684.338,Kepler candidate planet KOI-6188.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
275703185,275703185.01,nan,2458838.119,single transit event from the TSTPC working group
276915898,276915898.01,nan,2458759.457,single transit event from the TSTPC working group
277021897,277021897.01,8.14,2459039.97,'A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection' Taaki et al. in prep 2022
277324701,277324701.01,3.811,2458710.675,"new CTOI, Montalto (2022)"
277712294,277712294.01,2.892,2458521.27,DTARPS 302 in Melton+  arXiv:2302.06724
277735964,277735964.01,0.615,2458518.247,"new CTOI, Montalto (2022)"
277748419,277748419.01,1.463,2458324.681,"new CTOI, Montalto (2022)"
278199150,278199150.01,1.567,2458327.871,DTARPS 303 in Melton+  arXiv:2302.06724
278341415,278341415.01,1.088,2458765.17,"Qual:A,CM,5.6e+07yr. Wrn: mean(R)=1.025. Rp=(0.67-2.48)Rj. b=0.00-0.90 (3-97HDI)."
278536652,278536652.01,7.132,2458322.031,"new CTOI, Montalto et al. (2020)"
278661431,278661431.01,17.632,2458343.93,Planet candidates identified in https://arxiv.org/pdf/1812.08145.pdf
278664649,278664649.01,18.392,2458338.33,Sector 23
278825345,278825345.01,7.989,2458332.214,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
279070369,279070369.01,nan,2458416.537,WINE single transit
279070369,279070369.02,nan,2459152.96,WINE single transit
279401253,279401253.01,nan,2459151.042,Found with our in-house single transit finder; transit finder output attached under 'Files'
279787356,279787356.01,0.856,2458468.141,"new CTOI, Montalto (2022)"
279856297,279856297.01,7.719,2458318.952,"new CTOI, Montalto (2022)"
279862481,279862481.01,1.139,2458411.786,DTARPS 304 in Melton+  arXiv:2302.06724
280215684,280215684.01,0.558,2458601.641,DTARPS 305 in Melton+  arXiv:2302.06724
280613644,280613644.01,3.721,2458494.736,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
280614628,280614628.01,3.328,2458492.3,DTARPS 306 in Melton+  arXiv:2302.06724
280627094,280627094.01,2.57,2458790.096,"new CTOI, Montalto (2022)"
280692653,280692653.01,nan,2458822.755,single transit event from the TSTPC working group
280803912,280803912.01,5.129,2458321.621,"new CTOI, Montalto (2022)"
280980464,280980464.01,0.47,2458815.95,"new CTOI, Montalto (2022)"
281143479,281143479.01,2.907,2458469.438,DTARPS 307 in Melton+  arXiv:2302.06724
281190674,281190674.01,12.848,2458804.982,"new CTOI, Montalto (2022)"
281461138,281461138.01,5.211,2458325.545,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
281599144,281599144.01,36.054,2458307.873,"new CTOI, Montalto et al. (2020)"
281851658,281851658.01,6.201,2458359.875,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
282272435,282272435.01,5.21,2458467.805,"new CTOI, Montalto (2022)"
282502866,282502866.01,7.401,2458462.424,"new CTOI, Montalto et al. (2020)"
282505014,282505014.01,2.617,2458468.988,DTARPS 310 in Melton+  arXiv:2302.06724
282794970,282794970.01,10.547,2459665.725,Nguyen et al. (2022)
282830436,282830436.01,5.637,2458628.827,"Likely EB, NGC 5925 (180Myr, CG18). Star properties unclear."
282883628,282883628.01,8.42,2458768.88,All data obtained using the lightkurve framework
283027405,283027405.01,7.29,2458797.66,Possible hot jupiter or brown dwarf considering the size
283224968,283224968.01,2.392,2458709.48,"new CTOI, Montalto (2022)"
283477114,283477114.01,2.68,2458762.139,"new CTOI, Montalto (2022)"
283786459,283786459.01,nan,2459560.776,Found with our in-house single transit finder; Sector 46
284124227,284124227.01,nan,2458502.325,single transit event from the TSTPC working group
284160132,284160132.01,2.962,2458470.777,DTARPS 313 in Melton+  arXiv:2302.06724
284185699,284185699.01,2.861,2458682.68,"new CTOI, Montalto (2022)"
284188533,284188533.01,300.68,2459727.798,Candidate from the XESP working group. Period may be half or 1/4. Details at: http://xjltp.china-vo.org/xesp.html
284300833,284300833.01,3.049,2458955.511,"new CTOI, Montalto (2022)"
284564211,284564211.01,2.556,2458684.825,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
284567761,284567761.01,1.09,2458900.057,"Qual:A,Oh2017,OffTarget?. Rp=(0.27-0.35)Rj. b=0.00-0.43 (3-97HDI)."
284570702,284570702.01,0.69,2459474.795,newCTOI
284575436,284575436.01,1.673,2458841.59,"new CTOI, Montalto (2022)"
284592989,284592989.01,1.792,2458897.643,"new CTOI, Montalto (2022)"
284677262,284677262.01,nan,2459188.734,Found with our in-house single transit finder; Sector 32
284679244,284679244.01,2.82,2458713.885,Nearby star needs checking
284680370,284680370.01,14.786,2458735.377,"new CTOI, Montalto (2022)"
284706890,284706890.01,3.836,2458440.122,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
284801448,284801448.01,1.415,2458683.022,"new CTOI, Montalto (2022)"
284910127,284910127.01,1.771,nan,Eclipsing Binary
285233653,285233653.01,3.1,2458779.88,"camera 2, ccd 1, column 256, row 583, sector 17"
285249796,285249796.01,4.752,2458816.836,"new CTOI likely member of ASCC 13, PATHOS-62 in Nardiello et al. (2021)"
285468374,285468374.01,3.889,2458787.633,"new CTOI, Montalto (2022)"
285507262,285507262.01,1.103,2458790.154,"new CTOI, Montalto (2022)"
285671982,285671982.01,9.509,2458786.027,"new CTOI, Montalto (2022)"
286097964,286097964.01,nan,2459544.105,Found with our in-house single transit finder; Sector 45
286835453,286835453.01,2.616,2458840.981,"new CTOI, Montalto (2022)"
287231788,287231788.01,1.228,2458870.032,"new CTOI, Montalto (2022)"
287258907,287258907.01,0.591,2458983.285,"new CTOI, Montalto (2022)"
287328202,287328202.01,3.835,2458355.707,"new CTOI, Montalto et al. (2020)"
287351976,287351976.01,1.924,2458354.977,new CTOI
287351976,287351976.02,1.924,2458355.937,new CTOI
288074517,288074517.01,6.917,2458468.561,DTARPS 317 in Melton+  arXiv:2302.06724
288240183,288240183.01,119.05,2458896.938,PHT candidate.
