TIC,CTOI,TOI,Period (exofop),Period (TEV),TESS mag,In TEV?,Eph match?,Data on PDO?,Upload to TEV?,TEV Disposition,Alert? (Yes/no/unsure/hold),Notes,Public comment,User,Report Type
455036659,455036659.01,2707.01,4.007,,12.1569,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
455238504,455238504.01,,,,10.945,N,N,,,-,-,WINE single transit,,brahm,
455737331,455737331.01,,0,,9.51477,N,N,,,-,-,Single transit; no report,,eisner,
456220610,456220610.01,,6.71,,9.9555,N,N,,,-,-,Unclear period as per light curve,,chiarello,
456909420,456909420.01,,,,10.3588,N,N,,,-,-,No report on TEV; PHT candidate. Single transit event.,,eisner,
457104362,457104362.01,3787.01,4.816,,13.398,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
458451774,458451774.01,,0,,11.521,N,N,,,-,-,No report,PHT candidate. Single transit event.,eisner,
458484614,458484614.01,,5.82,,10.8273,N,N,,,-,-,All data obtained using the lightkurve framework,,chiarello,
458641144,458641144.01,2584.01,4.697,,12.731,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
460950389,460950389.01,,2.862,,11.649,N,N,,,-,-,"new CTOI likely member of IC 2602      , PATHOS-31 in Nardiello et al. (2020)",,nardiello,
462004618,462004618.01,,2.367,,11.356,N,N,,,-,-,"new CTOI likely member of NGC 3114     , PATHOS-32 in Nardiello et al. (2020)",,nardiello,
462206806,462206806.01,,3.374,,11.9905,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
466206508,466206508.01,5542.01,,,11.8452,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
467785319,467785319.01,,,,10.8969,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
468178519,468178519.01,,2.985,,12.0054,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
468832904,468832904.01,3780.01,1.401,,13.4718,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
470171739,470171739.01,4153.01,4.617,,11.1477,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
738065944,738065944.01,,7.755,,12.3296,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
748919024,748919024.01,,2.54,,13.3927,N,N,,,-,-,"new CTOI likely member of Ruprecht 151 , PATHOS-33 in Nardiello et al. (2020)",,nardiello,
814205011,814205011.01,,,,10.7341,N,N,N,-,-,-,No TEV report; Found with our in-house single transit finder,,steuer,
901674675,901674675.01,,4.42,,12.0146,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
1036769612,1036769612.01,,7.473,,16.0497,N,N,,,-,-,"No report on TEV; new CTOI likely member of Trumpler 22  , PATHOS-34 in Nardiello et al. (2020)",,nardiello,
7688647,7688647.01,,1.936,,15.5715,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
9632592,9632592.01,,4.992,,15.0179,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
10934226,10934226.01,,4.803,,12.872,N,,,,-,,"No report on TEV; new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
14611330,14611330.01,,,,8.57805,N,,,,-,,Found with our in-house single transit finder,,steuer,
23138732,23138732.01,,4.558,,14.069,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
24795168,24795168.01,,,,8.84986,N,,,,-,,PHT candidate. Single transit event. We caution that the event is close to a momentum dump.,,eisner,
27858644,27858644.01,,,,13.286,N,,,,-,,FP: Contaminated transit from nearby EB,,deen,
27986571,27986571.01,,,,13.8313,N,,,,-,,WD single transit (nominal period: 41000 years!!!),,deen,
44669739,44669739.01,,2.411,,14.9129,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
47142025,47142025.01,,,,10.6537,N,,,,-,,No report on TEV; Found with our in-house single transit finder,,steuer,
50270480,50270480.01,,1.651,,12.4642,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
55454149,55454149.01,,,,9.1245,N,,,,-,,No report on TEV; Found with our in-house single transit finder,,steuer,
59183645,59183645.01,,4.545,,10.5419,N,,,,-,,"potential planet candidate around evolved star, short duration, crowded field, possible BEB",,grunblatt,
64549889,64549889.01,,,,11.4887,N,,,,-,,Found with our in-house single transit finder,,steuer,
80315892,80315892.01,,6.159,,13.3899,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
89620053,89620053.01,,,,8.4976,N,,,,-,,No TEV report; Found with our in-house single transit finder,,steuer,
97766057,97766057.01,4379.01,3.251,,11.8994,N,,,,-,,hot Jupiter candidate around evolved star in crowded field,,grunblatt,
98794593,98794593.01,,,,7.6909,N,,,,-,,PHT candidate. Single transit event.,,eisner,
101991992,101991992.01,,2.737,,14.0159,N,,,,-,,"No report on TEV; new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
116497708,116497708.01,,6.67,,9.8322,N,,,,-,,camera: 2; ccd: 4; column: 898; row: 145; sector: 18,,chiarello,
129979519,129979519.01,,1.22,,10.7503,N,,,,-,,camera 1; ccd 2; column 816; row 1419; sector 18,,chiarello,
130370378,130370378.01,,,,8.422,N,,,,-,,single transit (nominal period: 490 days),,deen,
139456051,139456051.01,,2.842,,15.3497,N,,,,-,,"No report on TEV; new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
139474683,139474683.01,,3.203,,11.6331,N,,,,-,,inflated hot Jupiter candidate orbiting evolved star,,grunblatt,
143996634,143996634.01,,4.927,,14.4314,N,,,,-,,"No report on TEV; new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
149990098,149990098.01,,,,8.3642,N,,,,-,,Found with our in-house single transit finder,,steuer,
152406952,152406952.01,,,,11.7338,N,,,,-,,Found with our in-house single transit finder,,steuer,
161478895,161478895.01,,4.867,,15.6198,N,,,,-,,"No report on TEV; new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
165602000,165602000.01,,,,4.0561,N,,,,-,,single transit (nominal period: 46 days),,deen,
169251938,169251938.01,,,,9.3522,N,,,,-,,No report on TEV; Found with our in-house single transit finder,,steuer,
170161682,170161682.01,,25.16,,12.3487,N,,,,-,,PHT candidate. Note that the target it is a relatively crowded field.,,eisner,
183231138,183231138.01,,3.558,,15.2816,N,,,,-,,"No report on TEV; new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
184111843,184111843.01,,3.085,,13.8228,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
188619138,188619138.01,,,,14.1167,N,,,,-,,WD single transit (nominal period: 2500 years!),,deen,
192833836,192833836.01,,6.237,,13.694,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
206468250,206468250.01,,5.564,,14.6719,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
209457622,209457622.01,,5.035,,12.3705,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
212380077,212380077.01,,14.06,,12.2765,N,,,,-,,"camera 1, ccd 2, column 1516, row 1297, sector 3",,chiarello,
220570288,220570288.01,,4.443,,12.455,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
234299676,234299676.01,,6.845,,13.6549,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
265135454,265135454.01,,,,11.0634,N,,,,-,,Found with our in-house single transit finder,,steuer,
266813717,266813717.01,,,,9.62587,N,,,,-,,Found with our in-house single transit finder,,steuer,
270651953,270651953.01,,,,10.6772,N,,,,-,,Found with our in-house single transit finder,,steuer,
273418421,273418421.01,4358.01,43.38,,8.9077,N,,,,-,,PHT candidate. The period could be a multiple of the given period.,,eisner,
281851658,281851658.01,,6.201,,12.6935,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
285233653,285233653.01,,3.1,,10.828,N,,,,-,,"camera 2, ccd 1, column 256, row 583, sector 17",,chiarello,
289624436,289624436.01,,,,6.4684,N,,,,-,,single transit (nominal period: 20 days),,deen,
290048573,290048573.01,,1.483,,12.6799,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
294501647,294501647.01,,,,9.95218,N,,,,-,,Found with our in-house single transit finder,,steuer,
296859112,296859112.01,,,,13.0168,N,,,,-,,Found with our in-house single transit finder,,steuer,
308089071,308089071.01,,5.5,,9.4256,N,,,,-,,"camera 2, ccd 4, column 1926, row 1991, sector 24",,chiarello,
310862872,310862872.01,,4.89,,9.13043,N,,,,-,,"camera 1, ccd 1, column 952, row 201, sector 19",,chiarello,
318188400,318188400.01,,,,11.385,N,,,,-,,Found with our in-house single transit finder,,steuer,
318812447,318812447.01,2634.01,,,10.9648,N,,,,-,,PHT candidate. Single transit event.,,eisner,
334632624,334632624.01,4361.01,,,8.6661,N,,,,-,,newCTOI,,gsun,
342167886,342167886.01,2891.01,17.3,,11.7498,N,,,,-,,newCTOI,,gsun,
374268399,374268399.01,,,,9.49923,N,,,,-,,"newCTOI,Single transit event",,gsun,
386131764,386131764.01,2633.01,,,11.6886,N,,,,-,,Found with our in-house single transit finder,,steuer,
389662862,389662862.01,,2.998,,15.2462,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
406478079,406478079.01,,1.57,,14.9545,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
407146536,407146536.01,4279.01,2.098,,11.2851,N,,,,-,,"hot Jupiter candidate around subgiant host. crowded field, short duration.",,grunblatt,
408038524,408038524.01,,1.246,,15.0572,N,,,,-,,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",,feliz,
409891396,409891396.01,,,,2.8371,N,,,,-,,single full transit (nominal period: 57 days),,deen,
415399713,415399713.01,5527.01,,,10.3965,N,,,,-,,PHT candidate. Single transit event. Low SNR.,,eisner,
419523962,419523962.01,,5.8,,11.6593,N,,,,-,,inflated hot Jupiter candidate around evolved star,,grunblatt,
421472503,421472503.01,,,,5.5502,N,,,,-,,single transit (nominal period: 15 days),,deen,
422650438,422650438.01,,1.29,,9.2324,N,,,,-,,"camera 1, ccd 4, column 1786, row 258, sector 4",,chiarello,
437234869,437234869.01,,,,12.403,N,,,,-,,Found with our in-house single transit finder,,steuer,
444041825,444041825.01,,,,10.8231,N,,,,-,,Found with our in-house single transit finder,,steuer,
458645327,458645327.01,,,,11.9875,N,,,,-,,Found with our in-house single transit finder,,steuer,
458647366,458647366.01,,,,10.8413,N,,,,-,,Found with our in-house single transit finder,,steuer,
468963200,468963200.01,,,,11.4288,N,,,,-,,Found with our in-house single transit finder,,steuer,
468979441,468979441.01,5493.01,,,10.7421,N,,,,-,,"newCTOI,The multiple of the period might be 733.15d.",,gsun,
199661915,199661915.02,,22.707,,4.4557,N ,N ,,,-,-,Likely EB; period matches second canindate in SPOC report on pdo; no report on TEV; new CTOI,,gsun,
26947356,26947356.01,,6.82,11.7908,10.0034,Y,N,,,-,-,Report on TEV is contamination but does not match CTOI signal; Possible 2 planets as the curve shows 2 distinct depths of different size,,chiarello,
138169785,138169785.01,,,20.5261,,Y,N,Y,Y,-,U,"single transit event from the TSTPC working group, additional transits at ~2034 TBJD and ~2014",,dragomir,qlp
224299081,224299081.01,5619.01,21.059,-,10.7131,Y,N,,,-,U,PHT candidate. Additional transit events in the FFIs,,eisner,qlp
281461138,281461138.01,,5.211,0.65,13.0153,Y,N,,,-,,"No report on TEV for this signal. New CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",0.65 day signal on TEV off target variability,feliz,
425997655,425997655.05,174.05,7.908,"17.6671, 16.0316, 29.7967, 10.1353, 12.161, 3.976",8.7513,Y,N,,,-,-,No TEV report for 7.908 day signal; no signal matching a fifth PC only 4 signals for 4 PCs on ExoFOP; Corrected transit depth of 190.6 (+/-21.5) ppm; forms a 6:3:2 resonance chain with TOI-174.04 and 03,,spencer,spoc
9989136,9989136.01,,6.188,6.1743,8.5446,Y,Y,Y,Y,-,U,ambiguous difference image in qlp-s20-ffi; try new one/ask Michelle?,,spencer,qlp
318209162,318209162.01,,23.236,23.23642467,10.5295,Y,Y,Y,Y,-,U,holding for rmultisector,single transit; also a single in s21; possible secondary,gsun,spoc
37117064,37117064.01,4706.01,,5.5313,11.4558,Y,N,,,?,U,WINE single transit,,brahm,qlp
68326706,68326706.01,,,15.5499,11.15,Y,N,,,?,N,single transit; very v-shaped; Found with our in-house single transit finder; Sector 12,,steuer,spoc
100103201,100103201.01,,14.553,7.4234,8.89152,Y,N,,,?,U,Corrected transit depth of 1146.44 (+/-234.59) ppm; only Cycle 1 data used,,spencer,spoc
100103201,100103201.02,,31.552,18.7902,8.89152,Y,N,,,?,N,Corrected transit depth of 3218.53 (+/-614.29) ppm; within inner HZ but too big to be rocky,,spencer,spoc
141186075,141186075.01,4307.01,32.699,20.5343,6.6418,Y,N,,,?,U,Corrected transit depth of 98.53 (+/-10.8) ppm; s2n=11.4,,spencer,spoc
141186075,141186075.02,4307.02,118.713,20.5343,6.6418,Y,N,,,?,U,Corrected transit depth of 225.3 (+/-48.7) ppm; only two transits so far,,spencer,spoc
141186075,141186075.03,,4.654,20.5343,6.6418,Y,N,,,?,U,Corrected transit depth of 26.5 (+/-1) ppm; extremely small PC,,spencer,spoc
157698565,157698565.01,2589.01,,8.543,10.7211,Y,N,,,?,U,WINE single transit,,brahm,qlp
231969683,231969683.01,,,13.9861,10.6543,Y,N,,,?,U,Looks like a single; Found with our in-house single transit finder; Sector 32,,steuer,qlp
259784884,259784884.02,,,9.6613,11.5422,Y,N,,,?,U,First 2 events seem spurious; third is real,,lipponen,
295176393,295176393.01,,27.252,13.0963,9.551601,Y,N,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,spoc
358576949,358576949.01,,22.6,7.716,11.0021,Y,N,,,?,U,new CTOI; early year 1 report; PC ,,gsun,qlp
358576949,358576949.02,,22.6,7.716,11.0021,Y,N,,,?,U,new CTOI; should there be two CTOIs with same period? duplicate of 358576949.02?,,gsun,qlp
32606889,32606889.01,,4.687,4.68696,11.6416,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
35703676,35703676.01,,1.73,1.73035,12.2385,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
37777274,37777274.01,,1.352,1.35183,11.5143,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
38129218,38129218.01,,2.402,2.401,11.6238,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
38815574,38815574.01,,20.429,10.2145,11.1562,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
52169698,52169698.01,,0.622,0.6221,10.9438,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,
64070344,64070344.01,,2.737,2.73679,12.0156,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,
83839341,83839341.01,,5.588,5.58819,11.7618,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,deen,qlp
85371626,85371626.01,,2.07,2.059941759,8.2108,Y,Y,,,?,N,All data are obtained using the LightKurve framework,off target,chiarello,spoc
100918213,100918213.01,,0.256,0.25645,11.0832,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,spoc
117644481,117644481.01,,0.251,0.2506,11.9672,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,spoc
130613275,130613275.01,,8.477,8.47687,10.7657,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
133655284,133655284.01,3378.01,2.61,2.6111,12.0588,Y,Y,,,?,N,"odd-even; hot Jupiter candidate around hot, evolved star",,grunblatt,qlp
134549022,134549022.01,,11.534,11.5188,11.5649,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
139444326,139444326.01,2802.01,3.527,3.52499,11.526,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
151483286,151483286.01,2818.01,4.04,4.04,11.3944,Y,Y,,,?,U,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,only one report between sector 7 and 8 but looks good,olmschenk,qlp
152245179,152245179.01,,3.79,3.78997,11.8338,Y,Y,,,?,U,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,large (Rp ~23) in qlp-s08,olmschenk,qlp
165464482,165464482.01,3894.01,4.335,4.33469,11.323,Y,Y,,,?,U,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,looks okay in qlp-s15,olmschenk,qlp
167661160,167661160.01,2479.01,36.8,36.838873,9.354,Y,Y,,,?,N,PHT candidate.,,deen,
179033846,179033846.01,2675.01,1.477,1.47697,11.7919,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
182405015,182405015.01,,3.112,3.1124,10.8235,Y,Y,,,?,U,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,looks good in sector 8,olmschenk,qlp
184397998,184397998.01,,7.538,7.5372,12.7482,Y,Y,,,?,N,WINE hot Jupiter; odd even,,brahm,qlp
193754373,193754373.01,4487.01,3.954,3.95368,11.4923,Y,Y,,,?,U,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,looks okay in qlp-s15,olmschenk,qlp
202425357,202425357.01,5386.01,3.622,3.621,11.3502,Y,Y,,,?,U,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,looks good in sector 15,olmschenk,qlp
220417892,220417892.01,,7.034,7.0338,12.0969,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
220460087,220460087.01,,3.271,3.2708,12.4338,Y,Y,,,?,U,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,possibly off target in sector 3,olmschenk,qlp
229043374,229043374.01,,3.056,3.057153,10.9428,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
229138584,229138584.01,3356.01,2.912,2.91165,12.1289,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
229671380,229671380.01,4458.01,3.939,3.94,11.0672,Y,Y,,,?,U,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,weird detrending in sector 15,olmschenk,qlp
234387858,234387858.01,,2.81,2.80986,11.3049,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
235067594,235067594.01,,8.295,8.2838,11.3423,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
237342298,237342298.01,,2.692,2.6922,11.7742,Y,Y,,,?,U,early year 1 report; priority 4/5; new CTOI,,gsun,spoc
238542895,238542895.01,2553.01,8.384,8.38526,11.8225,Y,Y,,,?,U,WINE hot Jupiter,,brahm,qlp
238930658,238930658.01,,0.693,0.6935,10.6661,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
257060897,257060897.01,4138.01,3.66,3.66,11.2633,Y,Y,,,?,U,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,looks good in sector 15,olmschenk,qlp
259391480,259391480.01,,2.206,2.206,11.6598,Y,Y,,,?,N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
